County,Category,Skilled_Construction_Worker,Status_of_Accreditation,Year_Accredited,Site_Supervisor,Class,Year_Accreditated_SS,Unacrredited,Number_applied,Gender,Age,Education,Other_Education,Q4,Q4_Others,Q5a,Q5b,Q5c,Q5cOthers,Q6,Q7a,Q7b,Q7c,Q8,Q8_Specify,Q9,Q9other,Q10,Q11,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q12m,Q12n,Q12o,Q12p,Q12q,Q12r,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q13l,Q13m,Q13n,Q13o,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q14n,Q15,Q16,Q17,Q18,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,X1_Awareness,X2_Training,X3_Financial,X4_Process,X5_Recognition_and_Value,X6_Support_System,X7_Stakeholder_committement,X8_Nature_of_Work,X9Legal_and_Institutional,X10_Devolved_Registration,X11Wages,Likelihood,Accreditation_Status,Probability,accreditation_status_2
ELGEYO M,1,1,0, , , , ,2, ,1,2,2, ,1, ,WELDER,1,1, ,1,2,2,N,2, ,2, ,2,7,5,5,5,7,4,4,7,7,7,4,4,1,3,3,3,3,4,1,1,4,4,4,3,3, ,7,7,4,4,3,4,7,7,7,4,7,1,3,7,4,7,4,4,3,1,1,4,YES IT EXPANDS THE MINDS OF WORKER,IT HELPS IN THE SPECIFICATION,REACHING THOSE WORKERS WHO ARE IN RURAL,I FULLY AGREE WITH ACCREDITATION OF,-.263646926869388,.304424373238257,.737302514595398,-.582532220801273,-.800502765440358,-.309353007030828,1.5103824106087,-.8112539094928,.494468205294154,-.897474115670068,5.2,6.25,3,2.8,3.2,5,5.25,6,4.4,4,2.25,1,0,1,1
ELGEYO M,1,1,0, , , , ,1,1,1,7,2, ,6, ,"MASON, CARPENTER, SCAFFOLDE",1,2, ,5,1,2, ,2, ,2, ,2,1,1,1,1,5,1,1,7,7,7,4,4,4,4,7,7,1,1,1,1,1,1,4,2,7,2,7,5,7,7,1,7,7,7,4,4,4,7,7,7,6,6,7,7,1,1,1,4,YES,"ACCESSIBILITY TO NCA, DISTANC","EXPAND REACH OF OFFICES, UNDERTAKE ACCRE",N/A,-1.53898424273412,2.28702014871273,2.09815885165329,-.567712463030452,-1.02927353390427,.288443884319777,1.8997051176793,-1.25177761779752,-1.87245701117646,-1.94954884687866,1.8,5.5,4,3.4,1.8,5.83333333333333,5.5,4,6.6,7,1.75,0,1,.142857142857143,1
TRANS NZ,1,1,0, , , , ,1,1,1,5,2, ,1, ,STEEL FIXER,1,1, ,3,2,2, ,2,I,1, ,3,7, , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,YES OFCOUSE BACAUSE IT IS THE KEY,TO WORK IN A SAFE WAY WHEN WO,SEND MORE OFFICERS TO WORK SITES, ,1.20831671275629,.794289068541892,1.28324930881899,-.615119896991568,1.4820185631131,-.217343784346606,-.5397673566635,.706893526707555,-.38971002027188,-.637424082217557, , , , ,7,7,7,7,7,7,7,1,1,1,1
TRANS NZ,1,3,1,2020, , , , , ,1,4,2, ,1, ,CARPENTER,1,2, ,4,1,2, ,2, ,2, ,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,4,7,7,7,7,7,7,7,4,7,7,7,1,7,7,YES HELPS ONE GET JOB EASILY AND H,NONE,"WAIVER FEES, BE AVAILABLE TO ACCREDITE A",THANK YOU NCA,.545982158509681,1.08454235769843,-1.59399662515021,.90482909921307,.0110813958010872,1.6528213649234,.576094118546403,1.01870825751084,.186851359894394,.937418712668645,7,7,7,6.4,7,6,4.75,7,6.4,7,5.5,1, ,1,0
TRANS NZ,2, ,1, ,2,1,2017, , ,1,5,4, ,4, ,MASON,1,3, ,3,1,1,I,2, ,5, ,4,6,4,5,6,7,5,6,7,5,5,6,7,5,7,5,6,7,7, ,4,5,5,6,6,6,7,7,7,7,5,6,6,7,7,4,5,5,5,6,6,6,6,7,5,5,5,6,6,YES BECAUSE YOU CAN BE ABSORBED EA,IGNORANCE AND LACK OF SENSITI,CONSIDER TRAININGS AND ACCREDITATION SHO,N/A,-.513179933574315,.139522261830615,1.09531530529367,1.04855768079645,.457227822900929,.774263834016746,.392496680298531,.0963500193349748,.488750332033528,-.700526981455027,5.4,5.75,6.25,6.25,5.2,6.5,6.5,4.66666666666667,5.8,6,5.5,1, ,.857142857142857,0
TRANS NZ,2, ,0, ,1,1, , , ,2,2,4, ,2, ,"MASON, CARPENTER",1,2, ,1,1, ,I,2, ,1, ,3,7,7,7,7, ,7,5,7,6,5,7,5,5, ,7,7,7,7, ,7,7,7,5,5,7,7,5,6,4,5,7,7,6,7,7,5,6,7,5,6, ,6,4,7,1,1,2,2,ACCREDITATION OF CONSTRUCTION WORK, ,REACH OUT TO MANY CONSTRUCTION WORKERS A,ACCREDITATION IS VERY IMPORTANT BECA,.520403259680474,-.514876101233802,1.19362946905284,.805925508242836,-1.75805221578111,.0854861161961377,.288011920676806,.440437224108306,1.11861238927017,.774574160030542,7,5.75,5.66666666666667,7,6.2,5.66666666666667,6.75,6,6,5.5,1.5,1, ,1,1
KAKAMEGA,2, ,1, ,2,1,2023, , ,2,7,7, ,1, ,SAFETY OFFICER,1,1, ,5,1,1,O,2,N,1, ,4,7,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,YES,LACK OF INFORMATION,SEND MORE OFFICER TO EXPLAIN TO WORKERS, ,.336068814215575,.0612661279101755,.546499660110039,.614047563590659,.811655345411845,.713492030681113,.386219333161188,.0499387571533952,.198677920984423,-.133325275060684,5.6,6,6,6,6,6,6,6,6,6,6,1, ,1,0
KAKAMEGA,1,3,1,2023, , , ,1, ,1,7,3, ,1, ,STEEL FIXER,1,2, ,5,1,2,N,1, ,1, ,9,1,6, , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,IT ENBLES WORKERS TO BE CLASSIFIED,THE BARRIER IS DISTANCE OF TH, , ,-.0389005807234215,-.0581107302461999,-.164827432490996,.245446888187253,-.0571890403089543,.0368909282265287,-.136056314123235,.146934936907477,.0192619094887921,.285645813002372,6, , ,6, , , , , , , ,0,1,.142857142857143,0
KAKAMEGA,1,1,0, , , , ,1,1,1,5,4, ,1, ,SAFETY OFFICER,1,1, ,2,1,1,O,2, ,2, ,7,7,7,6,7,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,YES,LACK OF INFORMATION,MORE SENSITIZATION,KEEP UP THE CAMPAIGN ACCROSS THE COU,.709795183728028,.368177529148469,.681851635370671,.478010597953795,1.19381729228443,.956376443765829,.473528993562126,.486186395016466,.347538701432262,.217088981787723,6.6,7,6.5,6,7,7,7,7,7,7,7,1,1,1,1
KAKAMEGA,1,1,0, , , , ,1,1,1,5,2, ,1, ,STEEL FIXER, ,1, ,1,2,2, ,2, ,2, ,2,7,6,6,7,7,7,6,7,7,7,7,6,4,4,7,6,4,4,7,4,7,6,6,7,7,4,7,6,7,6,6,7,6,7,7,6,7,4,7,6,4,6,7,6,6,6,7,1,YES THE RATING OF THE WORKER WILL,SHOULD BE FREE FOR ALL WORKER,IT IS GOOD TO BRING EARLY INFORMATION WH,IT IS IMPORTANT FOR NCA TO GIVE THE,-.153448408576554,.42709697951459,.564310424101864,-.0305250286924487,.129267690228336,.190885491335434,.91459011129318,1.02754117372452,.897234416630771,.258116882475336,6.6,6.75,5.25,5.6,6,6.16666666666667,6.5,6.66666666666667,5.4,6.5,5,1,1,1,1
KAKAMEGA,1,1,0, , , , ,1,1,1,3,1, ,7, ,MASON,2,1, ,1,2, , ,2, ,2, , ,7,7,1,1,7,7,1,7,7,7,4,4,4,4,1,7,4,4,4,7,7,1,7,7,7,7,7,7,7,4,7,7,1,1,1,7,7,1,7,7,7,7,7,7,1,1,1,4,YES,THEY FEAR,VISIT THEM ON SITE, ,-.287344740490406,2.0431834617471,-.45374539551335,.0275246146572425,-1.73650993585206,1.07682437974867,.51396903499519,1.29444601090311,-1.94924646357082,.28154949492367,4.6,5.5,4,4,5.8,6.5,4,5,5.8,7,1.75,1,1,1,1
KAKAMEGA,1,1,0, , , , ,1,1,1,8,3, ,7, ,MASON,1,2, ,5,2, , ,2, ,2, , ,7,7,1,7,7,7,1,7,7,7,4,4,4,4,4,7,4,4,4,7,7,1,7,7,7,7,7,7,7,4,7,7,1,1,7,1,7,7,1,7,7,7,7,7,1,1,1,4,YES,THEY FEAR TAXATION,VISIT THE CONSTRUCTION WORKERS ON SITE, ,-.592812476304093,.930154612033167,-.168343233614221,.0819927219275697,-1.28621525113805,.525976105901281,.658784336522206,1.55532835167253,.00647170929359614,.138486645924423,5.8,5.5,4,4.6,5.8,6.5,4,5,5.8,7,1.75,1,1,1,1
KAKAMEGA,1,1,0, , , , ,1,1,1,5,3, ,1, ,"STEEL FIXER, DRIVER",1,1, ,1,1,2, ,2, ,1, ,2,1,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,4,1,6,1,5,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"YES, BECAUSE IT GIVES YOU A GOOD E","MONEY, REQUIREMENTS, DISTANCE",ENCOURAGE MORE PEOPLE,i ENCOURAGE THIS BY NCA,-.310975062458255,1.02887763000338,1.59115990363483,.391744085750694,1.12742137194039,.371148736782149,.949499403819696,-2.0538495263913,.670901041200063,.774636656654665,7,7,5.5,6.4,4,5,7,7,7,7,7,0,1,.142857142857143,1
KAKAMEGA,1,1,0, , , , ,1,1,2,3,3, ,1, ,PLUMBER,1,2, ,1,1,2, ,2, ,2, ,2,1,7,7,1,1, ,7,7,7,7,7,4,4,4,4,1,7,7,4,6,6,1,4,7,7,1,1,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,YES,"LACK OF FINANCIER, LACK OF CE","ACCESS PHOTO IN NCA, ACCESS PHOTOCOPIER",THE ACCREDITATION MAKES IT EASIER TO,1.2684693338856,1.12560086643375,.0949818613640506,.394092694690143,-.979523777092189,1.00378905478722,1.08359497786905,-2.02912563338464,-1.49200082514877,.624479255345993,4,7,4.75,4.6,4.8,4,5.5,7,7,7,2.5,0,1,.142857142857143,1
KAKAMEGA,1,1,0, , , , ,1, ,1,4,3, , , ,SAFETY OFFICER,1,1, ,1,1,22, ,2, ,1, ,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, , , , ,.285727691360305,-.0103214024332578,.375526653669856,.85108236313782,.779707250463729,.719923423951999,.258061274783924,.186945839193322,.232175269546115,.25592762074331,6,6,6,6,6,6,6,6,6,6,6,0,1,.142857142857143,1
KAKAMEGA,1,1,0, , , , ,2, ,1,3,4, ,1, ,"ELECTRICIAN, FOREMAN, SAFET",1,4, ,4,1,2, ,2, ,2, ,5,7,3,7,7,7,7,5,5,5,7,3,7,1,1,4,7,7,7,1,7,7,7,6,4,6,1,7,7,7,4,4,4,7,6,7,7,6,6,6,7,6,6,7,4,4,7,6,4, ,MONEY AND WE DO NOT KNOW WHER,"REDUCE THE APPLICATION FEE, PUT THE OFFI", ,.765124399604695,.133865625734599,1.03254422472487,.122705398073063,.584715397300947,-.891915602839509,.133650612145885,-.368578677211179,.511179382143663,.260987921953123,6.2,5.5,3,5.2,6.2,5.33333333333333,5.25,6.66666666666667,6.2,5.5,5.25,1,0,1,1
KAKAMEGA,1,1,0, , , , ,2, ,1,2,1, ,0, ,MASON,2,1, ,1,1,2, ,2, ,2, ,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,YES,NO INFORMATION,VISIT SITES AND GIVE INFORMATION AND ACC,GO TO MASHINANI ALSO,-1.22936327729393,-1.64178191585668,-.397727877863573,-.865471940309173,-.735416282097754,-.568141620831662,-1.18736249744538,-1.02033588998886,-.654955271702047,-.486994770946882,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BUNGOMA,1,2,1,2016, , , , , ,1,5,2, ,1, ,CARPENTER,2,1, ,4,2, , ,2, ,2, ,3,5,1,7,7,7,7,7,7,7,4,4,4,5,3,7,7,7,7, ,7,7,7,4,4,2,5,4,5,7,7,4,4,3,3,7,7,7,4,4,4,3,3,3,3,4,4,4,4,YES REQUIRED IN CONSTRUCTION SITES,THE APPLICATION FEES,REDUCE THE FEE CHARGED WHEN APPLYING,CREATE MORE AWARENESS ON THE IMPORTA,.698751712088213,-1.56809017616677,.314641874937815,1.14838827120999,-.404185868541801,-.369262925219195,.678482999754388,-.19868513898724,1.08300324367961,.0252307642396981,5.8,6.25,4,7,5.8,5,3.5,7,3.6,3,4,1, ,.714285714285714,0
BUNGOMA,1,1,0, , , , , , ,1,4,4, ,0, ,ELECTRICIAN,1,3, ,2,2, , ,1,E,1, ,2,5,1,1,1,2,4,5,3,3,4,5,5,7,5,4,5,2,1, ,4,4,3,4,5,6,7,6,6,7,6,5,5,6,7,4,5,6,7,6,5,6,7,6,5,5,6,7,6,YES IT IS IMPORTANT BECAUSE IT ASS,NO,NO,NO OTHER COMMENTS BUT ALWAYS VISIT T,.196284230219666,.230516865621743,1.37434926279445,-.789656034465262,1.27677882460034,1.31688151767635,-.804773631398671,-.126631547731859,-.749865648391209,-2.06821414224947,1.8,3.75,5.5,3,4,6.33333333333333,5.75,5,6.2,5.5,6,1, ,.714285714285714,1
BUNGOMA,1,1,0, , , , , , ,1,1,2, ,6, ,MASON,2,1, ,1,2, , ,2, , , ,1,5,4,5,6,5,5,5,6,4,4,4,4,7,7,7,7,7,7,7,4,5,4,4,5,6,7,6,7,5,5,7,7,7,7,4,5,6,7,6,5,5,6,7,6,5,4,3,1,YES BECAUSE WITH THE NCA CARD YOU,TIME FACTOR,NCA SHOULD DO MORE OF THE WALKING TO THE,NCA IS DOING A GREAT JOB,-.340581195405117,.352584745824537,.928740403184073,1.96591192275085,-.856215081446464,.396650619345816,-.0379013543798611,-.197591087735143,.774581198699347,-.769012535726274,5,4.75,5.5,7,4.4,6,7,5,5.8,6.5,3.25,1, ,.714285714285714,1
BUNGOMA,1,1,0, , , , , , ,1,6,2, ,4, ,MASON,2,1, ,3,2, , ,2, ,2, ,2,4,4,5,5,6,7,7,7,7,7,7,7,7,6,6,5,4,4, ,5,5,5,5,6,6,6,6,5,6,7,7,7,7,6,5,5,5,5,5,5,6,6,6,6,6,5,4,7,YS ENHANCES RECOGNISION AND MORE O,CARDS ARE APPLIED BUT NOT YRT,COMMUNICATION ON THE OUTCOME OF ACCREDIT,N/A,-.363323768696975,-.146645471770795,1.09459036866724,-.0153593035363087,.661479156684902,1.46969445193299,1.00002821511394,-.125679360256109,-.038197931834685,-.0895714143889218,5.4,7,6.75,4.75,5.2,6,6.75,5,5.4,6,5.5,99, ,.571428571428571,1
BUNGOMA,2, ,1, ,2, ,2023, , ,1,7,8, ,1, ,SAFETY OFFICER,1,1, ,5,1,1,Y,2, ,1, ,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"YES, TRAINING OPPORTUNITIES, ACCES","LACK OF INFORMATION, FEAR, FI",PROVIDE INFORMATION/ MORE OFFICERS TO GO, ,.588745885091152,.315970700251427,.530177559976543,1.19439322382722,1.08273195697603,.977536432908731,.547146029229786,.428402185029759,.409601377795747,.404512099081348,7,7,7,7,7,7,7,7,7,7,7,1, ,1,0
BUNGOMA,2, ,0, ,1,1, , , ,1,8,4, ,6, ,MASON,2,1, ,1,2, , ,2, ,2, ,1,7,4,5,5,4,5,6,7,5,4,6,7,4,5,7,7,6,5, ,4,4,5,5,5,5,6,7,7,7,7,7,7,7,7,5,6,7,6,6,6,6,6,6,6,7,7,7,7,ACCREDITATION IS IMPORTANT BECAUSE,MOST OF US DONT KNOW NCA,NCA SHOULD DO MORE OF MARKETING ITSELF,N/A,-.208368872282221,.423009834168845,1.75969949146737,.209851225993603,1.12675007448967,.759269252587744,.105084245787962,-.704113854168326,.304195752720153,-.72668860305407,4.6,5.5,5.5,6.25,4.6,6.5,7,6,6,6,7,1, ,1,1
BARINGO,1,1,0, , , , ,1,1,1,3,3, ,1, ,STEEL FIXER,2,1, ,1,1,2, ,2, ,2, ,1,7,7,7,7,7,7,7,7,7,7,7,7,1,3,7,7,7,7,4,6,6,6,7,7,7,7,7,7,4,4,7,7,7,7,6,6,7,4,6,6,6,4,6,5,5,5,3,4,YES BECAUSE IT ENABLES WORKERS TO,AVAILABILITY OF FUNDS FOR ACC,"ONSITE ACCREDITATION AND EDUCATION, PUBL",N/A,-.12907194684114,.020747410427806,.919907559148971,.654404145022129,-.737213346129674,.0334228020618449,.920391452473323,.900330928843628,1.01782128098513,.63405184738405,7,7,4.5,6.4,6.4,6,7,6.33333333333333,5.2,5.5,4.25,1,1,1,1
BUSIA,1,1,0, , , , ,2, , ,2,2, ,1, ,"MASON, LANDSCAPER",2,1, ,1,2, , ,2, ,1, ,2,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,4,2,1,2, ,1,2,2,1,4,5,4,3,2,4,1,4,2,4,1,2,3,3,1,NO BECAUSE THE PROCCESS IS OF NO B,LACK OF FUNDS AND GENERAL BEN,TRAINING OF THE CONSTRUCTION WORKERS AND,EDUCATE THE CONSTRUCTION WORKERS ON,.322448401503556,-1.07596289810365,.0691519673578677,-1.33560307359827,-.107206259930192,-1.03201122612635,-.10518302891105,-1.18672456872568,-1.60895463979485,-.58444817957536,1,2.5,1,1,2.4,2,2.25,4,2.6,2.5,2.25,0,0,.142857142857143,1
BUSIA,1,3,1,2021, , , , , ,1,5,2, ,2, ,MASON,1,1, ,5,2,2,I,2, ,2, ,3, ,7,7,7,7,7,7,7,7, , , , , , , ,7,7,7, ,7,7,4,7,7,7, ,7,4, ,1,7,7, ,7,7,7, , ,7, ,7,7,7,2,1,2,2,YES ALL CONSTRUCTION WORKERS SHOUL, ,TO HELP WORKERS ENHANCE MORE FOR THEIR W, ,.913287012659521,.670240252774193,-.669857628289148,1.06329370678772,-1.56803242236427,-.62346166088427,.602987475116611,.761459216202388,1.55787567158768,-.175487289920717,7,7, ,7,6.25,6.25,5,7,7,7,1.75, , , ,0
BUSIA,2, ,0, ,1, , , , ,1,3,6, ,2, ,CARPENTER,1,1, ,1,2,2, ,2, ,2, ,2,7,7,7,7,7,7,7,7,7,7,7,5,5,3,5,3,3,4,4,1,1,5,7,4,4,1,7,7,4,4,4,4,4,4,7,7,4,4,4,4,7,1,5,4,4,4,4,1,YES IT HELPS CONSTRUCTION WORKERS,IF YOU ARE NOT IN ANY CONSTRU,ENSURE THAT EVERY WORKER AT THE TRADE HA,NCA HAS REALLY HELPED TO CATER FOR T,-.526939016050704,-.557671283964823,-.748288452625794,.365877424543754,-.695081211761184,1.44326769340292,1.46936357759411,-.91358056702528,1.11582513561926,.62095112286463,7,7,5,3.8,3.6,4.5,4,6,4,4.5,3.25,1, ,1,1
VIHIGA,1,1,0, , , , , , ,1,7,2, ,1, ,MASON,2,1, ,5,1, ,N,2, ,2, ,2,5,2,2,2,4,4,3,4,2,2,2,2,2,2,6,6,4,4, ,5,4,4,4,2,4,3,3,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,"YES, GETS MORE JOB RECOGNITION ON",CHARGES FOR ACCREDITATION ARE,REDUCE CHARGES FOR ACCREDITATION OF CONS,N/A,-.172626639466036,-.151564625570171,.862209839501399,.133509875194465,.0356515224575898,-.956021908297386,-1.00261329618417,-.61818327950975,-.210377850973139,-.576274688578361,2.8,2.75,2,5,3.8,3.66666666666667,4.25,4,4.4,4,4,1, ,.714285714285714,1
VIHIGA,1,1,0, , , , , , ,1,5,2, ,6, ,MASON,2,1, ,3,1, , ,2, ,2, ,2,5,5,5,5,5,6,4,4,3,3,2,2,2,2,4,4,4,4, ,6,6,4,4,4,4,3,3,4,4,4,6,5,4,4,5,5,4,4,4,4,5,4,4,4,4,3,4,4,YES ACCREDITED CONSTRUCTION WORKER,"TIME BARRIER, CONSTRUCTION WO",NCA OFFICERS SHOULD VISIT SITES AND HELP,N/A,.312961603180524,-.663986901469973,.507229860104591,-.128496767799474,.0383000517045509,-.936319916072275,-.870931963665618,-.514861848026133,.248949713966897,.906123671768354,5.2,3.5,2,4,4.8,3.66666666666667,4.75,4.66666666666667,4.2,4,3.75,1, ,.714285714285714,1
VIHIGA,1,1,0, , , , , , ,1,3,2, ,6, ,CARPENTER,2,1, ,2,1, , ,2, ,2, ,2,5,3,3,4,3,5,3,4,5,5,4,5,5,5,4,4,4,4, ,5,5,4,4,4,4,4,4,5,5,4,4,5,3,3,4,5,4,5,4,4,4,4,4,4,4,3,4,4,"YES, CERTAIN JOBS ARE NOT GIVEN UN",TIME,ENHANCE OUTREACH PROGRAMS,NCA OFFICERS TO VISIT SITES MORE,-.128310179259731,-.531746204923136,-.0301586239677634,.168344342868031,-.0367480699313913,.843763651389189,-.184481127267521,-.209122180622336,-.5867998150824,-.293650278538397,3.6,4.25,4.75,4,4.4,4.33333333333333,3.75,4.33333333333333,4.2,4,3.75,1, ,.714285714285714,1
VIHIGA,2, ,0, ,1,1, , , ,1,3,2, ,2, ,ELECTRICIAN,1,2, ,4,1, ,N,2, ,2, ,2,6,7,7,7,7,7,7,5,5,5,5,6,6,5,5,5,7,7, ,7,7,6,6,6,6,6,6,5,5,6,6,7,6,6,7,6,6,6,6,6,7,7,7,7,7,7,7,7,YES,"TIME, SOMETIMES WE DONT GET T",MORE PUBLICITY, ,.792585958698245,.2555964721263,.186636516376855,.456291044127271,1.55299436240274,.319686027096559,-.276753058137827,-.239412309885844,.644318543650944,.717342187919038,7,5.5,5.5,6,6.4,5.66666666666667,6.25,6.33333333333333,6.4,7,7,1, ,.857142857142857,1
 ,2, ,1, ,2,2,2019, , ,1,6,2, ,1, ,Mason,2,1, ,5,2, , ,2, ,4, ,3,7,6,5,7,5,4,6,4,5,6,1,3,4,2,1,4,5,2,7, , , ,7, , ,6, , ,3, , , , , ,6,5,6,5,6,5,6,5,5,5,6,6,6,6, , , , ,.371560956258213,.103601033205964,-.850005679217794,.0238432942647001,1.22575917876034,-.674628227614291,-.145805916416175,.352053892935922,.276246572768352,.217807564558105,5.4,5.25,2.5,3.8,7,4.5, ,5.66666666666667,5.4,5,6,1, ,1,0
 ,1,3,1, , , , , , ,1,7,1, ,1, ,Foreman,2,5, ,4,1,2, ,2, ,2, ,2,7,6,3,1,1,1,1,7,7,7,1,4,4,3,1,7,5,7,4,7,7,7,1,7,4,2,2,1,1,2,2,4,4,1,4,7,6,2,4,4,7,4, , ,1,1,2,4,"Yes, because inaniprotect kwa kazi",Lack of information and too h,Training, ,1.5150355376662,-.153784380035281,-1.77581146122428,1.32732100117371,-.936302248029112,-.792070067811632,1.53049359119277,-.476549890746586,-3.51587276334035,.965868637157538,2.4,5.5,3,4.8,5.8,2,2.75,5.66666666666667,4.2, ,2,1, ,1,0
 ,1,3,1, , , , , , ,1,4,2, ,6, ,Mason,2,1, ,2,2, , ,2, ,2, ,3,7,6,5,7,6,7,3,2,6,4,1,2,4,1,7,7,7,1,1,1,2,7,4,3,6,5,6,5,1,2,5,5, ,4,6,7,4, ,6,5,6,5,6,6,1,1,2,4, , , , ,-.179942994408573,1.20716482814102,-.549789552819792,.44924087696496,-1.17611731995989,-1.0924171555936,-.038985196835709,-.579933439192206,1.00224174170584,.402460796377254,6.2,3.75,2,4.6,3.4,4.16666666666667,4.66666666666667,5.66666666666667,5.5,6,2,1, ,1,0
 ,2, ,0, ,1, , ,2, ,1,7,0, ,2, ,Mason,2,1, ,4,2, , ,2, ,2, ,4,5,5,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,7,7,6,7,6, ,5,7,6,6,7, ,3,4,2,4,3,5,4,3,5,4,3,4,4, , , , ,-.875496193574241,-1.3191323350313,.811501913736197,1.22967033076881,-.541168989518422,.65526737102492,.793437494324333,1.29640386273711,.178245567879939,.338672743987586,5.4,6,6,5.8,5.8,6.2,6.5,3.5,3.6,4,3.75,1,0,.714285714285714,1
 ,2, ,0, ,1, , ,2, ,1,3,3, ,1, ,Plant Operator,1,2, ,1,2, , ,2, ,1, ,3,6,6,7,6,6,7,5,6,5,6,5,6,5,6,7, ,2,3,1,2,3,5,3,3,4,5,4,6,3,5,6,5,3,2,5,6,4,7,5,3,5,6,5,6,4,5,6,4, , , , ,-.353497843081296,.096415114897459,-.264388497328075,-.784548105971231,.478052998539051,1.33340476821121,.175097555787822,-1.39965756969025,1.05383215971193,1.11544552653669,6.4,5.5,5.5,3.25,3.2,4.5,4,5,5.2,5.5,4.75,1,0,.857142857142857,1
 ,2, ,0, ,1, , ,2, ,2,3,0, ,7, ,Mason,2,1, ,2,2,2, ,2, ,2, ,2,5,6, ,5,4,4,5,7,6,5,5,5,5,5,5,5,5,6,6,3,4,2,3,4,5,4,4,5,4,5,4,5,4,5,5,4,5,5,6,5,6,5,6,5,6,5,6,5, , , , ,-.661946591652158,.300612225637136,-.0804906983013956,.73109944025243,.771793174348535,.530559759564159,.791746106700989,-1.11104595016666,-.268856805392691,.102167929984896,4.75,5.75,5,5.4,3.2,4.5,4.5,4.66666666666667,5.4,5.5,5.5,1,0,.714285714285714,1
 ,2, ,0, ,1, , ,2, ,2,4,1, ,6, ,Carpenter,2,1, ,2,2, , ,2, ,2, ,2,6,5,6,6,6,6,7,6,7,7,7,7,7,6,6,6,7,7,6,5,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,5,6,7,7,7,7,7,5,5,5, , , , ,-.270930068684938,.429310615701628,.0878866376327302,1.14266451154089,.520628264415321,1.32878569229852,.558144766063036,.180715347494129,.210589625612634,.0471177453402072,5.8,6.75,6.75,6.4,5.6,6,5.75,5.33333333333333,6.2,7,5.5,1,0,.857142857142857,1
 ,2, ,0, ,1, , ,2, ,1,3,2, ,3, ,Carpenter,2,1, ,2,2, , ,2, ,2, ,2,7,6,5,6,6,5,6,5,6,5,6,6,6,6,6,6,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6, ,5,6,7,6,7,6,7,6,7,6,7,6,7, , , , ,.175123778126943,.355290430614437,.413735195751875,.635460104776564,1.12266682118757,.753435564534424,-.270892449081386,.306118093211476,.333781904264505,-.021583053915158,5.6,5.5,6,5.8,6.2,6,6,5.5,6.6,6.5,6.5,1,0,1,1
